"DOI","Author","PubDate","ISO3","YCoord","XCoord","PlaceName","LocationType","StartDate","EndDate","Species","HistoryAMU","SampleOrigin","HealthStatus","Method","Pathogen","Strain","Nsamples","Prev","NIsolates","Drug","Compound","ATC.Code","Rescom","Concg","Guidelines","Breakpoint","Remark"
"10.3147/jsfp.47.56","Tipmongkolsilp N","2012","THA",14.1845602,100.3947068,"Chachoengsao, Nakhonsawan, Petchaburi,Pratumtanee, Suphanburi ","Inland freshwater","15.08.07","15.01.09","Tilapia","Yes","Killed","Diseased","AD","Aeromonas","hydrophila",NA,NA,55,"QUI","ENR","QJ01MA90",42,"","EUCAST 2019","0.5","breakpoint for CIP in Aeromonas spp."
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"QUI","OXO","J01MB05",100,"2","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"AMI","GEN","J01GB03",100,"10","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"SUL","SMZ","J01EC01",100,"25","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"SUL","TMP","J01EA01",90,"5","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"MAC","LIN","J01FF02",1,"2","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"QUI","NOR","J01MA06",2,"10","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"TET","OXT","J01AA06",12,"30","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"PEN","AMP","J01CA01",0,"10","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"MAC","ERY","J01FA01",0,"15","CLSI 2012",NA,""
"10.1099/jmm.0.000213","Dangwetngam M","2016","THA",11.34825825,99.548725,"Kanchanaburi, Suphanburi, Ayutthaya, Samut Prakan, Nakhon Pathom, Phetchaburi, Surat Thani, Nakhon Si Thammarat, Phatthalung, Songkhla, Pattani, Bangkok","Inland freshwater","15.04.03","15.06.11","Tilapia",NA,"Killed","Diseased","DD","Streptococcus","agalactiae",NA,NA,144,"AMP","CHL","J01BA01",0,"30","CLSI 2012",NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"PEN","AMP","J01CA01",100,"10",NA,NA,"Data on 160 additional isolates from water samples of shrimp hatchery and pond water -- not included here."
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"TET","CTE","J01AA03",14,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"CEP","CRO","J01DD04",33,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"AMP","CHL","J01BA01",5,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"QUI","CIP","J01MA02",52,"5",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"MAC","ERY","J01FA01",10,"15",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"OTH","FRZ","QJ01XE90",48,"50",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"AMI","GEN","J01GB03",22,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"AMI","KAN","J01GB04",52,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"QUI","NAL","J01MB02",33,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"AMI","NEO","J01GB05",52,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"TET","OXT","J01AA06",38,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"PEN","PEN","J01CE01",62,"10 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"POL","PMB","J01XB02",33,"300 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"AMI","STR","J01GA01",57,"10 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","harveyi",21,100,21,"TET","TET","J01AA07",26,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"PEN","AMP","J01CA01",100,"10",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"TET","CTE","J01AA03",29,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"CEP","CRO","J01DD04",41,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"AMP","CHL","J01BA01",0,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"QUI","CIP","J01MA02",59,"5",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"MAC","ERY","J01FA01",6,"15",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"OTH","FRZ","QJ01XE90",53,"50",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"AMI","GEN","J01GB03",24,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"AMI","KAN","J01GB04",59,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"QUI","NAL","J01MB02",35,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"AMI","NEO","J01GB05",59,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"TET","OXT","J01AA06",29,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"PEN","PEN","J01CE01",59,"10 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"POL","PMB","J01XB02",23,"300 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"AMI","STR","J01GA01",53,"10 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","anguillarum",17,100,17,"TET","TET","J01AA07",30,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"PEN","AMP","J01CA01",100,"10",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"TET","CTE","J01AA03",14,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"CEP","CRO","J01DD04",71,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"AMP","CHL","J01BA01",0,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"QUI","CIP","J01MA02",43,"5",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"MAC","ERY","J01FA01",0,"15",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"OTH","FRZ","QJ01XE90",57,"50",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"AMI","GEN","J01GB03",71,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"AMI","KAN","J01GB04",42,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"QUI","NAL","J01MB02",43,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"AMI","NEO","J01GB05",57,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"TET","OXT","J01AA06",29,"30",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"PEN","PEN","J01CE01",71,"10 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"POL","PMB","J01XB02",29,"300 units",NA,NA,""
"10.1016/j.ijantimicag.2005.07.005","Vaseeharan B","2005","IND",8.759804,78.191364,"East coast of India (Kanyakumari, Manakudy, Colachel, Tuticorin, Rameswaram, Thiruchendur
and Muttupetai)","Coastal brackish water hatchery","01.01.99","31.12.02","Shrimp","Yes","Killed","Mixed","DD","Vibrio","vulnificus",7,100,7,"AMI","STR","J01GA01",57,"10 units",NA,NA,""
