"DOI","Author","PubDate","ISO3","YCoord","XCoord","PlaceName","LocationType","StartDate","EndDate","Species","HistoryAMU","SampleOrigin","HealthStatus","Method","Pathogen","Strain","Nsamples","Prev","NIsolates","Drug","Compound","ATC.Code","Rescom","Concg","Guidelines","Breakpoint","Remark"
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"QUI","ENR","QJ01MA90",0,"5","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"TET","TET","J01AA07",100,"30","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"AMI","GEN","J01GB03",0,"10","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"AMI","KAN","J01GB04",100,"30","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"QUI","NAL","J01MB02",0,"30","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"QUI","NOR","J01MA06",0,"10","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"SUL","SSS","J01E",0,"300","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"AMI","STR","J01GA01",0,"10","CLSI 2005 M100–S15",NA,""
"10.1128/AEM.00973-07","Van TTH","2007","VNM",10.803866,106.634124,"Ho Chi Minh City","Post harvest","15.02.04","15.06.04","Shrimp",NA,"Product","Healthy","DD","Salmonella","Typhimurium",50,18,1,"SUL","TMP","J01EA01",100,"5","CLSI 2005 M100–S15",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"CEP","FEP","J01DE01",100,"30","EUCAST 2016",NA,"Of 60 fish samples from markets, 58% were farm raised and 40% were wild caught (Suppl. appendix Table 2 ). Coord are taken from centroid between two markets."
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"AMI","GEN","J01GB03",81,"10","EUCAST 2016",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"AMP","CHL","J01BA01",81,"30","EUCAST 2016",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL_Carbapenemase-producing",60,53,32,"CAR","ERT","J01DH03",3,"10","EUCAST 2016",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"POL","CST","J01XB01",9,NA,NA,"Isolates screened in 4 mg/L col sulfate sol. Sensititer colistin microdilution assays (TREK Diagnostic Systems Inc., Cincinnati, OH) to determine colistin MIC",""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"QUI","CIP","J01MA02",88,"5","EUCAST 2016",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"MAC","AZM","J01FA10",69,"15","CLSI 2016",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"SUL","SXT","J01EE01",88,"25","EUCAST 2016",NA,""
"10.3201/eid2501.180534","Nadimpalli M","2019","KHM",11.544879,104.893955,"Deum Kor and Steung Meanchey markets, Phnom Penh","Post harvest","15.09.16","15.11.16","Fish",NA,"Product","Healthy","DD","E. coli","ESBL",60,53,32,"TET","TET","J01AA07",88,"30","CLSI 2016",NA,""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"PEN","AMX","J01CA04",88,"25","CLSI 2008","Thyssen and Ollevier (2001)","Specific location market not stated EMAIL: 9/9/19. No REPLY. XY coord set as location of research inst National Penghu University of Science and Technology, Penghu, Taiwan "
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"PEN","AMP","J01CA01",8,"10","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"AMP","CHL","J01BA01",100,"30","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"QUI","ENR","QJ01MA90",20,"5","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"MAC","ERY","J01FA01",4,"15","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"AMP","FFC","QJ01BA90",4,"30","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"QUI","FLQ","J01MB07",40,"30","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"AMI","GEN","J01GB03",96,"10","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"AMI","KAN","J01GB04",4,"30","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"QUI","OXO","J01MB05",4,"2","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"TET","OXT","J01AA06",4,"30","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"PEN","PEN","J01CE01",92,"10 units","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"AMI","STR","J01GA01",0,"10","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"SUL","SXT","J01EE01",56,"25","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.1111/jam.12104","Chiu TH","2012","TWN",23.575659,119.583898,"Local fish market, Taiwan (Penghu County)","Post harvest","15.05.06","15.08.06","Blue mackerel (Scomber australasicus)",NA,"Product","Healthy","DD","Photobacterium","damselae subsp. damselae",NA,NA,25,"TET","TET","J01AA07",4,"30","CLSI 2008","Thyssen and Ollevier (2001)",""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"PEN","PEN","J01CE01",0,"10 units","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"AMI","STR","J01GA01",0,"10","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"AMP","CHL","J01BA01",0,"30","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"PEN","AMP","J01CA01",0,"10","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"PEN","AMX","J01CA04",100,"30","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"TET","TET","J01AA07",0,"30","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"QUI","CIP","J01MA02",0,"5","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"SUL","SXT","J01EE01",0,"25","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"OTH","NIT","J01XE01",100,"10","CLSI 2007",NA,""
"10.22159/ajpcr.2017.v10i6.17883","Angelo RU","2017","IND",10.792022,79.142253,"Thanjavur, Tamil Nadu","Post harvest",NA,NA,"Mixed marine fish",NA,"Product","Healthy","DD","Vibrio","cholerae",4,100,4,"QUI","NOR","J01MA06",0,"10","CLSI 2007",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"TET","TET","J01AA07",83,"30","CLSI 2008",NA,"Market sampled fish caught in Persian Gulf and Oman Sea"
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"AMI","GEN","J01GB03",50,"30","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"MAC","AZM","J01FA10",33,"15","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"PEN","PEN","J01CE01",83,"10 units","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"SUL","SXT","J01EE01",50,"25","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"QUI","NAL","J01MB02",50,"30","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","hydrophila",54,11,6,"QUI","NOR","J01MA06",50,"10","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"TET","TET","J01AA07",83,"30","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"AMI","GEN","J01GB03",67,"30","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"MAC","AZM","J01FA10",56,"15","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"PEN","PEN","J01CE01",78,"10 units","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"SUL","SXT","J01EE01",39,"25","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"QUI","NAL","J01MB02",33,"30","CLSI 2008",NA,""
"10.5897/AJMR11.1240","Ansari M","2011","IRN",32.314486,50.87415,"Shahrekord, Iran","Post harvest","15.03.11","15.07.11","Fish",NA,"Product","Healthy","DD","Aeromonas","",54,33,18,"QUI","NOR","J01MA06",61,"10","CLSI 2008",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"AMI","KAN","J01GB04",0,"30","CLSI 2014 M100-S24",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"AMI","GEN","J01GB03",0,"10","CLSI 2014 M100-S24",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"GLY","VAN","J01XA01",0,"30","CLSI 2014 M100-S24",NA,"Breakpoint for Enterococcus spp."
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"SUL","SXT","J01EE01",0,"25","CLSI 2014 M100-S24",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"TET","DOX","J01AA02",0,"30","CLSI 2014 M100-S24",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"TET","TET","J01AA07",0,"30","CLSI 2014 M100-S24",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"AMP","CHL","J01BA01",0,"30","CLSI 2014 M100-S24",NA,""
"10.3389/fmicb.2015.01026","Chen M","2015","CHN",23.2055766,112.634621,"Guangzhou City and cities in Guangdong, Fujian, Guanxi, Hainan provinces","Post harvest","28.12.11","28.12.11","Squid",NA,"Product","Healthy","DD","Listeria","monocytogenes",NA,NA,2,"PEN","PEN","J01CE01",0,"10","CLSI 2014 M100-S24",NA,""
